research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
B,S1000-0124,STI-618af3bd0b314877563a,accepted,agree,学生课前材料选择,教师请求协助联系学生在上课前选择教材。,,,,,short_candidate,2,0.02,2,1085355215|1085355217,学生课前材料选择,
B,S1000-0124,STI-9e030374cfe8a97f7567,accepted,agree,周日固定课程时段协商,双方协商周日固定课程时段，因可用时间不合适而暂不加课。,课程运营与服务,课程排期与出勤,可用时段与排班,课程运营与服务 > 课程排期与出勤 > 可用时段与排班,standard,6,0.06,6,1082781687|1082781689|1082781691|1082781693|1084071727|1084071729,周日固定课程时段协商,课程运营与服务 > 课程排期与出勤 > 可用时段与排班
B,S1000-0124,STI-ab6db36381f7d9d7beea,accepted,agree,学生课堂专注情况,教师反馈一名学生上课不专注，随后收到家长将沟通的答复。,,,,,short_candidate,4,0.04,4,1080586689|1080586691|1080586693|1080586695,学生课堂专注情况,
B,S1000-0124,STI-eddcd2b0ea5a6cb1cddf,accepted,agree,教学视频与授课方法学习,一方提供示范课视频并说明可学习的提问、板书、表达和教学拓展方法。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,16,0.16,16,1080586697|1080586699|1080586701|1080586703|1080586705|1080586707|1080586709|1080586711|1080586713|1080586715|1080586717|1080586719|1080586721|1081573167|1082781603|1082781605,教学视频与授课方法学习,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
B,S1000-0125,STI-2efd81425e0d1cb57375,accepted,agree,创建私聊群,学生讨论创建群组以便私下聊天，并邀请其他同学加入。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,14,0.14,14,1080419021|1080419023|1080419037|1080419041|1080419043|1080419045|1080419077|1080419123|1080419173|1080419175|1080419179|1080419189|1080419191|1080419193,创建私聊群,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0125,STI-4a5c15095217f662745a,accepted,agree,课堂聊天限制,学生讨论教师对课堂聊天的限制及是否会在无人聊天时继续限制。,,,,,short_candidate,4,0.04,4,1080418997|1080418999|1080419001|1080419003,课堂聊天限制,
B,S1000-0125,STI-f03f07d0cb157b96c19c,accepted,agree,关闭摄像头引发的同学争论,学生围绕同学上课关闭摄像头及相关评价展开争论。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,26,0.26,26,1080419039|1080419047|1080419049|1080419051|1080419053|1080419055|1080419057|1080419059|1080419069|1080419071|1080419073|1080419101|1080419129|1080419133|1080419135|1080419137|1080419139|1080419141|1080419143|1080419145|1080419147|1080419149|1080419151|1080419153|1080419165|1080419171,关闭摄像头引发的同学争论,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
B,S1000-0126,STI-207563026800265ec03b,accepted,agree,所在地点与边境情况询问,一方询问尼泊尔及边境情况，另一方说明人在广州且情况正常。,金融与公共信息,金融与公共议题,公共议题与外部信息,金融与公共信息 > 金融与公共议题 > 公共议题与外部信息,standard,5,0.05,5,1111492793|1111492795|1111492797|1111492799|1111492801,所在地点与边境情况询问,金融与公共信息 > 金融与公共议题 > 公共议题与外部信息
B,S1000-0126,STI-e16ce14ad194c62fc59c,accepted,agree,课程时间协调与改约,双方多次协调课程时间，并因医院事务调整或取消课程。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,21,0.21,21,1091514639|1091514643|1091514645|1092837319|1095465711|1095465713|1095465715|1095465719|1095465731|1101297575|1101297577|1103967235|1107454665|1110110453|1110110455|1110110457|1110110459|1110110461|1110110463|1110110465|1110110467,课程时间协调与改约,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0126,STI-eb7298a36fba16475bed,accepted,agree,家人透析治疗与照护安排,聊天讨论家人透析治疗、住院照护和后续返校安排。,日常生活与健康,生活与健康,健康与医疗,日常生活与健康 > 生活与健康 > 健康与医疗,standard,21,0.21,21,1091514647|1091514649|1091514653|1091514659|1092837319|1092837327|1092837329|1092837331|1092837333|1092837335|1092837337|1092837339|1092837341|1092837343|1092837345|1092837347|1092837349|1092837351|1092837353|1092837355|1092837357,家人透析治疗与照护安排,日常生活与健康 > 生活与健康 > 健康与医疗
B,S1000-0126,STI-eeef0cc702b245db0e5a,accepted,agree,台风天气与出行影响,双方交流台风、降雨和天气对出行的影响。,日常生活与健康,环境与出行,天气与公共环境,日常生活与健康 > 环境与出行 > 天气与公共环境,standard,9,0.09,9,1091514633|1091514635|1091514637|1091514641|1092837401|1092837403|1092837405|1092837407|1092837411,台风天气与出行影响,日常生活与健康 > 环境与出行 > 天气与公共环境
B,S1000-0126,STI-fa2667e93ae25c03fe60,accepted,agree,医疗期间的亲友支持与费用,双方讨论医疗困难中亲友支持、借款和住院费用。,日常生活与健康,生活与健康,健康与医疗,日常生活与健康 > 生活与健康 > 健康与医疗,standard,21,0.21,21,1092837359|1092837361|1092837363|1092837365|1092837367|1092837369|1092837371|1092837373|1092837375|1092837377|1092837379|1092837381|1092837383|1092837385|1092837387|1092837389|1092837391|1092837393|1092837395|1092837397|1092837399,医疗期间的亲友支持与费用,日常生活与健康 > 生活与健康 > 健康与医疗
B,S1000-0127,STI-5e00f60cb38977ed2f25,accepted,agree,线上联系时间协调,双方反复协调上线和联系的可用时间。,数字平台与技术,账号与在线社群,在线联络与联系人,数字平台与技术 > 账号与在线社群 > 在线联络与联系人,standard,18,0.18,18,1079681593|1079681595|1080730271|1080730273|1080730275|1080730277|1080730279|1080730281|1080730341|1081736395|1081736397|1081736399|1082970617|1084283405|1084283407|1084283409|1084283481|1084283483,线上联系时间协调,数字平台与技术 > 账号与在线社群 > 在线联络与联系人
B,S1000-0127,STI-736ff67b77758d196c1d,accepted,agree,体检与身高变化,双方交流体检情况和近期身高变化。,日常生活与健康,生活与健康,健康与医疗,日常生活与健康 > 生活与健康 > 健康与医疗,standard,15,0.15,15,1084283449|1084283451|1084283453|1084283457|1084283459|1084283461|1084283463|1084283465|1084283467|1084283469|1084283471|1084283473|1084283475|1084283477|1084283479,体检与身高变化,日常生活与健康 > 生活与健康 > 健康与医疗
B,S1000-0127,STI-8b0d5ae4ff6c825e92b0,accepted,agree,与德的相识和关系,聊天围绕与德的相识时间、恋爱关系和近况展开。,人际关系与社交,人际关系与身份,恋爱与亲密关系,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系,standard,31,0.31,31,1080730283|1080730285|1080730287|1080730289|1080730291|1080730293|1080730295|1080730297|1080730299|1080730301|1080730303|1080730305|1080730307|1080730309|1080730311|1080730313|1080730315|1080730317|1080730319|1080730321|1080730325|1080730327|1080730335|1080730347|1080730349|1080730351|1080730353|1080730355|1080730357|1080730359|1080730363,与德的相识和关系,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系
B,S1000-0127,STI-cabc39f7a1e258fbadcf,accepted,agree,生日祝福,一方收到生日祝福并表达感谢。,人际关系与社交,社交活动与日常互动,社交活动与见面,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面,standard,8,0.08,8,1084283411|1084283413|1084283415|1084283419|1084283421|1084283423|1084283425|1084283427,生日祝福,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面
B,S1000-0127,STI-f2975f5aac73a6971ef1,accepted,agree,晚餐时间,双方讨论是否已吃饭和晚餐时间。,日常生活与健康,生活与健康,日常生活与饮食,日常生活与健康 > 生活与健康 > 日常生活与饮食,standard,10,0.1,10,1084283429|1084283431|1084283433|1084283435|1084283437|1084283439|1084283441|1084283443|1084283445|1084283447,晚餐时间,日常生活与健康 > 生活与健康 > 日常生活与饮食
B,S1000-0128,STI-0d90f16b47afe912c2ca,accepted,agree,Alan课堂专注与参与问题,教师反馈Alan在课堂中不专注、未按要求参与，后续已告知其家长。,,,,,short_candidate,2,0.02,2,1094190359|1095498727,Alan课堂专注与参与问题,
B,S1000-0128,STI-22bc934605e6552d4f1b,accepted,agree,Tony课堂听课异常,教师反馈Tony上课迟到、称听不到声音后离开课堂。,,,,,short_candidate,2,0.02,2,1086914237|1086914241,Tony课堂听课异常,
B,S1000-0128,STI-41520d60b63a6ea79746,accepted,agree,课程取消、调课与空档关闭,聊天记录多项课程取消、改期和教师空档关闭安排。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,35,0.35,35,1079746155|1081808499|1081808501|1081808503|1084358373|1084358375|1084358377|1085659269|1085659271|1085659273|1085659275|1085659277|1085659279|1085659281|1086914225|1088155871|1089217099|1091554299|1091554301|1091554303|1092876435|1094190367|1095498729|1095498731|1095498739|1096752609|1097811469|1098786939|1100039627|1100039629|1100039637|1100039639|1100039641|1100039643|1100039645,课程取消、调课与空档关闭,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0128,STI-9ec2e62504b56fa729fd,accepted,agree,临近开课转课规则,管理方说明开课前一小时内不能转课或赠课，并说明本次课时费照付。,,,,,short_candidate,3,0.03,3,1098786945|1098786947|1100039623,临近开课转课规则,
B,S1000-0128,STI-b4c17a79d9e1e17ce0f0,accepted,agree,供电和网络影响课程,教师说明天气、停电和网络问题可能影响上课。,,,,,short_candidate,4,0.04,4,1079746155|1084358379|1086914227|1086914239,供电和网络影响课程,
B,S1000-0128,STI-dd4b67f8f17ceacb874c,accepted,agree,学生到课等待与缺勤,教师持续记录等待学生上课及学生缺勤情况。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,48,0.48,48,1079746145|1079746149|1079746151|1079746157|1080788767|1080788769|1081808505|1083048571|1084358381|1084358383|1085659283|1085659285|1086914229|1086914231|1086914233|1086914235|1088155867|1088155869|1088155873|1088155875|1088155877|1088155879|1088155881|1088155883|1089217093|1089217095|1089217097|1092876437|1092876439|1094190361|1094190363|1094190365|1095498733|1095498735|1095498737|1095498741|1096752607|1096752611|1096752613|1096752615|1096752617|1096752619|1096752621|1096752623|1096752625|1098786941|1098786943|1098786949,学生到课等待与缺勤,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
B,S1000-0129,STI-03c2e90fc1342549711f,accepted,agree,手机取用与位置,双方协调考试前取用手机，并确认手机所在位置。,数字平台与技术,数字技术与访问,应用与设备使用,数字平台与技术 > 数字技术与访问 > 应用与设备使用,standard,7,0.07,7,1090146075|1090146077|1090146079|1091470723|1091470727|1095421895|1095421901,手机取用与位置,数字平台与技术 > 数字技术与访问 > 应用与设备使用
B,S1000-0129,STI-1e2171f49fa674df9dff,accepted,agree,语文专项课程学习反馈,课程反馈介绍作文审题、关系型作文和诗歌鉴赏训练内容。,,,,,short_candidate,1,0.01,1,1089153745,语文专项课程学习反馈,
B,S1000-0129,STI-25955a34809779ca84c9,accepted,agree,应用使用时长调整,一方多次请求调整笔记、QQ音乐和浏览器的使用时长。,数字平台与技术,数字技术与访问,应用与设备使用,数字平台与技术 > 数字技术与访问 > 应用与设备使用,standard,12,0.12,12,1089153741|1091470721|1091470725|1092799021|1092799023|1092799025|1095421875|1095421877|1095421879|1095421881|1097758091|1097758097,应用使用时长调整,数字平台与技术 > 数字技术与访问 > 应用与设备使用
B,S1000-0129,STI-25ce8619f2b55be2b9c4,accepted,agree,宿舍房间用途调整,聊天说明学校宿舍104至106房间的用途调整。,,,,,short_candidate,4,0.04,4,1096691229|1096691231|1096691233|1096691235,宿舍房间用途调整,
B,S1000-0129,STI-488768600e8bb0512cf1,accepted,agree,建立多人ClassIn聊天,双方尝试建立包含三人的ClassIn聊天，后确认似乎只能一对一。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,5,0.05,5,1096691247|1097758129|1097758141|1097758143|1097758155,建立多人ClassIn聊天,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0129,STI-773f56b5669f0c4d002d,accepted,agree,同学宿舍床位调整,一方询问同学是否更换宿舍床位，另一方说明两人已互换。,,,,,short_candidate,2,0.02,2,1097758131|1097758139,同学宿舍床位调整,
B,S1000-0129,STI-810e78fcd921c5437bb7,accepted,agree,学校学习与午休作息,聊天讨论学校午休、作业进度、学习氛围和晚自习目标。,教育与工作经济,学校与教育路径,学校与校园生活,教育与工作经济 > 学校与教育路径 > 学校与校园生活,standard,24,0.24,24,1096691243|1096691245|1097758055|1097758057|1097758087|1097758089|1097758093|1097758095|1097758099|1097758101|1097758105|1097758107|1097758109|1097758111|1097758113|1097758115|1097758117|1097758121|1097758123|1097758125|1097758127|1097758147|1097758149|1097758151,学校学习与午休作息,教育与工作经济 > 学校与教育路径 > 学校与校园生活
